4,"Zip
Code","Place
Name",State,County,Lat,Long,RandomColumn
29695,Hodges,SC,Greenwood,34.2876,-82.2443,0.38646942992525257
29696,West Union,SC,Oconee,34.7516,-83.0399,0.5763863277476996
29697,Williamston,SC,Anderson,34.6206,-82.511,0.6699077054229672
29702,Blacksburg,SC,Cherokee,35.1095,-81.4942,0.5688605265891394
29703,Bowling Green,SC,York,35.1499,-81.2123,0.64361295521009
29704,Catawba,SC,York,34.8507,-80.9342,0.42964153190782317
29706,Chester,SC,Chester,34.7149,-81.2186,0.5849196691235968
29707,Fort Mill,SC,Lancaster,34.9773,-80.8584,0.07252629127560606
29708,Fort Mill,SC,York,35.0502,-80.9908,0.06595153534927822
29709,Chesterfield,SC,Chesterfield,34.7278,-80.0958,0.7001842694160861
29710,Clover,SC,York,35.1065,-81.2201,0.1806538265930563
29712,Edgemoor,SC,Chester,34.797,-80.9891,0.6557795602580051
29714,Fort Lawn,SC,Chester,34.7006,-80.9092,0.1887460034666365
29715,Fort Mill,SC,York,35.0108,-80.9266,0.07365027291671555
29716,Fort Mill,SC,York,35.0074,-80.9451,0.4260578200777392
29717,Hickory Grove,SC,York,34.9708,-81.4306,0.8624554977777148
29718,Jefferson,SC,Chesterfield,34.6546,-80.3639,0.8802939405750208
29720,Lancaster,SC,Lancaster,34.749,-80.7616,0.12917015758414052
29721,Lancaster,SC,Lancaster,34.6994,-80.7817,0.12909440680135154
29722,Lancaster,SC,Lancaster,34.7673,-80.6589,0.7560982477564056
29724,Lando,SC,Chester,34.7763,-81.0101,0.09862781569204215
29726,Mc Connells,SC,York,34.8677,-81.2368,0.6264617622021347
29727,Mount Croghan,SC,Chesterfield,34.7439,-80.2428,0.83079848692476
29728,Pageland,SC,Chesterfield,34.7722,-80.3966,0.12050011215000378
29729,Richburg,SC,Chester,34.6822,-80.9891,0.938214891492299
29730,Rock Hill,SC,York,34.9151,-81.0129,0.8407760099244884
29731,Rock Hill,SC,York,34.9926,-81.1787,0.9490690464986068
29732,Rock Hill,SC,York,34.9681,-81.0489,0.2656854681805729
29733,Rock Hill,SC,York,34.9926,-81.1787,0.2700452099614524
29734,Rock Hill,SC,York,34.9926,-81.1787,0.4961444201702556
29741,Ruby,SC,Chesterfield,34.7379,-80.191,0.37335003654722776
29742,Sharon,SC,York,34.9084,-81.3729,0.6122548958626302
29743,Smyrna,SC,York,35.0308,-81.3896,0.5928985166073253
29744,Van Wyck,SC,Lancaster,34.8585,-80.8459,0.3443460175448869
29745,York,SC,York,34.9947,-81.2245,0.048304799471816984
29801,Aiken,SC,Aiken,33.553,-81.7194,0.577052967212503
29802,Aiken,SC,Aiken,33.5604,-81.7196,0.9271154948818466
29803,Aiken,SC,Aiken,33.5059,-81.6951,0.7348956400791804
29804,Aiken,SC,Aiken,33.5377,-81.5999,0.4823593600438282
29805,Aiken,SC,Aiken,33.6993,-81.6465,0.40171106646547283
29808,Aiken,SC,Aiken,33.5377,-81.5999,0.5543779314440291
29809,New Ellenton,SC,Aiken,33.413,-81.69,0.7691677166253666
29810,Allendale,SC,Allendale,33.0077,-81.3203,0.5346562993526818
29812,Barnwell,SC,Barnwell,33.2335,-81.3523,0.9785221909179415
29813,Hilda,SC,Barnwell,33.2735,-81.247,0.47875645141881096
29816,Bath,SC,Aiken,33.5046,-81.869,0.2971801931638439
29817,Blackville,SC,Barnwell,33.3645,-81.2718,0.5213842330069381
29819,Bradley,SC,Greenwood,34.0326,-82.2027,0.819934194313004
29821,Clarks Hill,SC,McCormick,33.6505,-82.1488,0.10256698619929339
29822,Clearwater,SC,Aiken,33.4997,-81.8649,0.8539304848291774
29824,Edgefield,SC,Edgefield,33.8056,-81.966,0.5178699262680064
29826,Elko,SC,Barnwell,33.3804,-81.3796,0.7064893607437964
29827,Fairfax,SC,Allendale,32.9515,-81.2586,0.17961530074043885
29828,Gloverville,SC,Aiken,33.5182,-81.8277,0.793210223136147
29829,Graniteville,SC,Aiken,33.563,-81.8147,0.12157174512108304
29831,Jackson,SC,Aiken,33.3389,-81.7976,0.188110673656944
29832,Johnston,SC,Edgefield,33.8231,-81.7972,0.2361881456891498
29834,Langley,SC,Aiken,33.5179,-81.844,0.40600330090734804
29835,Mc Cormick,SC,McCormick,33.9146,-82.2719,0.009228783403815388
29836,Martin,SC,Allendale,33.1093,-81.5003,0.14651027377754355
29838,Modoc,SC,McCormick,33.7052,-82.2187,0.20871606282469102
29839,Montmorenci,SC,Aiken,33.5073,-81.5992,0.3233293708219941
29840,Mount Carmel,SC,McCormick,34.0065,-82.5324,0.28274703918553024
29841,North Augusta,SC,Aiken,33.5251,-81.9394,0.1275776245246304
29842,Beech Island,SC,Aiken,33.4707,-81.8639,0.49070478024756925
29843,Olar,SC,Bamberg,33.1836,-81.164,0.3080577852028469
29844,Parksville,SC,McCormick,33.7854,-82.2111,0.32302233267366054
29845,Plum Branch,SC,McCormick,33.8329,-82.248,0.48690325053863814
29846,Sycamore,SC,Allendale,33.0241,-81.2258,0.080909302566328
29847,Trenton,SC,Edgefield,33.6938,-81.8534,0.8908394288740104
29848,Troy,SC,Greenwood,33.9876,-82.2979,0.9461375440423531
29849,Ulmer,SC,Allendale,33.0988,-81.2068,0.9333319142108539
29850,Vaucluse,SC,Aiken,33.6126,-81.8098,0.05750214607728821
29851,Warrenville,SC,Aiken,33.526,-81.7956,0.7080351705255385
29853,Williston,SC,Barnwell,33.3926,-81.4161,0.10734320182307433
29856,Windsor,SC,Aiken,33.4674,-81.5136,0.8416026315897249
29860,North Augusta,SC,Aiken,33.6028,-81.9748,0.8512293682936237
29861,North Augusta,SC,Aiken,33.5018,-81.9651,0.2831706147782307
29899,Mc Cormick,SC,McCormick,33.8356,-82.32,0.09086515519308513
29901,Beaufort,SC,Beaufort,32.4244,-80.5653,0.12576295185536235
29902,Beaufort,SC,Beaufort,32.4316,-80.6698,0.16457362798022623
29903,Beaufort,SC,Beaufort,32.444,-80.7352,0.39468901108029986
29904,Beaufort,SC,Beaufort,32.3906,-80.661,0.8953545012303534
29905,Parris Island,SC,Beaufort,32.3281,-80.6915,0.48587274522225377
29906,Beaufort,SC,Beaufort,32.3823,-80.7603,0.9878277892754086
29907,Beaufort,SC,Beaufort,32.4316,-80.6698,0.04900292941114848
29909,Okatie,SC,Jasper,32.3301,-80.8435,0.9249435735757875
29910,Bluffton,SC,Beaufort,32.2513,-80.8721,0.397270539325995
29911,Brunson,SC,Hampton,32.9413,-81.1807,0.0028757980559296348
29912,Coosawhatchie,SC,Jasper,32.5888,-80.9273,0.792303743532669
29913,Crocketville,SC,Hampton,32.9166,-81.0773,0.5970693131824039
29914,Dale,SC,Beaufort,32.5527,-80.677,0.4430804923366868
29915,Daufuskie Island,SC,Beaufort,32.1145,-80.8686,0.6337385210067683
29916,Early Branch,SC,Hampton,32.723,-80.9634,0.9335234020064972
29918,Estill,SC,Hampton,32.7375,-81.2178,0.5979822688987536
29920,Saint Helena Island,SC,Beaufort,32.3716,-80.5383,0.778310655040792
29921,Furman,SC,Hampton,32.6816,-81.1882,0.047722697615605214
29922,Garnett,SC,Hampton,32.6007,-81.2396,0.6004048452032342
29923,Gifford,SC,Hampton,32.8596,-81.239,0.6301635253725749
29924,Hampton,SC,Hampton,32.8729,-81.0973,0.04092365881644555
29925,Hilton Head Island,SC,Beaufort,32.2132,-80.7997,0.22247301271617803
29926,Hilton Head Island,SC,Beaufort,32.2077,-80.7476,0.4519695351647882
29927,Hardeeville,SC,Jasper,32.2635,-81.0669,0.8618994560391207
29928,Hilton Head Island,SC,Beaufort,32.1665,-80.7569,0.7931852412630679
29929,Islandton,SC,Colleton,32.9503,-80.8916,0.44011675860597743
29931,Lobeco,SC,Beaufort,32.5527,-80.7434,0.42400751807525694
29932,Luray,SC,Hampton,32.8138,-81.2398,0.24797557064526576
29933,Miley,SC,Hampton,32.9479,-81.0318,0.9822864632964519
29934,Pineland,SC,Jasper,32.5931,-81.1078,0.44783385776337914
29935,Port Royal,SC,Beaufort,32.3874,-80.6844,0.4516867293221657
29936,Ridgeland,SC,Jasper,32.4807,-80.9804,0.2634119483661913
29938,Hilton Head Island,SC,Beaufort,32.3906,-80.661,0.7940685892551334
29939,Scotia,SC,Hampton,32.6786,-81.2455,0.3352612069484838
29940,Seabrook,SC,Beaufort,32.5693,-80.7192,0.5070448186934614
29941,Sheldon,SC,Beaufort,32.5431,-80.8126,0.009888471170468316
29943,Tillman,SC,Jasper,32.468,-81.1667,0.8835753716258818
29944,Varnville,SC,Hampton,32.8349,-81.0288,0.1939714146402931
29945,Yemassee,SC,Hampton,32.643,-80.8129,0.5579493531212695
30002,Avondale Estates,GA,DeKalb,33.7717,-84.2607,0.6880752647358014
30003,Norcross,GA,Gwinnett,33.9604,-84.0379,0.48503183923737825
30004,Alpharetta,GA,Fulton,34.1124,-84.302,0.26138352884342186
30005,Alpharetta,GA,Fulton,34.0782,-84.2281,0.4938521790933139
30006,Marietta,GA,Cobb,33.9526,-84.5499,0.895512514134369
30007,Marietta,GA,Cobb,33.9125,-84.5572,0.02510526391763035
30008,Marietta,GA,Cobb,33.8972,-84.592,0.6391831364786229
30009,Alpharetta,GA,Fulton,34.077,-84.3033,0.017823009967985137
30010,Norcross,GA,Gwinnett,33.9604,-84.0379,0.35737380207859104
30011,Auburn,GA,Barrow,34.0191,-83.8261,0.8724526264682366
30012,Conyers,GA,Rockdale,33.7192,-84.0021,0.023266662781376013
30013,Conyers,GA,Rockdale,33.6436,-83.9684,0.9388532506092989
30014,Covington,GA,Newton,33.5293,-83.8496,0.6920789134790757
30015,Covington,GA,Newton,33.5968,-83.8602,0.955898811289816
30016,Covington,GA,Newton,33.5146,-83.8626,0.3678376151122592
30017,Grayson,GA,Gwinnett,33.8901,-83.9632,0.6554552600975272
30018,Jersey,GA,Walton,33.718,-83.8015,0.7303608310765042
30019,Dacula,GA,Gwinnett,33.9883,-83.8795,0.28356707250651025
30021,Clarkston,GA,DeKalb,33.8101,-84.2388,0.7571532584494807
30022,Alpharetta,GA,Fulton,34.0268,-84.2422,0.5656755653331023
30023,Alpharetta,GA,Fulton,34.0754,-84.2941,0.7611015215607493
30024,Suwanee,GA,Gwinnett,34.0425,-84.0262,0.35488136031635653
30025,Social Circle,GA,Walton,33.6791,-83.6835,0.8566596015985442
30026,North Metro,GA,Gwinnett,33.9792,-84.1263,0.3649808418735775
30028,Cumming,GA,Forsyth,34.2897,-84.1796,0.5676907132332987
30029,North Metro,GA,Gwinnett,33.9792,-84.1263,0.17519870803748416
30030,Decatur,GA,DeKalb,33.7699,-84.295,0.2572964715308562
30031,Decatur,GA,DeKalb,33.7748,-84.2963,0.9466214520650877
30032,Decatur,GA,DeKalb,33.7408,-84.2632,0.34523238684885993
30033,Decatur,GA,DeKalb,33.8123,-84.2819,0.23697181832762526
30034,Decatur,GA,DeKalb,33.6954,-84.2489,0.0817752432004405
30035,Decatur,GA,DeKalb,33.7278,-84.2143,0.028477125384666846
30036,Decatur,GA,DeKalb,33.7748,-84.2963,0.24739308780681124
30037,Decatur,GA,DeKalb,33.7748,-84.2963,0.26698971374944414
30038,Lithonia,GA,DeKalb,33.6823,-84.161,0.3800119221685315
30039,Snellville,GA,Gwinnett,33.8178,-84.0229,0.6847460656003096
30040,Cumming,GA,Forsyth,34.2321,-84.158,0.028306549430005767
30041,Cumming,GA,Forsyth,34.2037,-84.1031,0.6503738157238103
30042,Lawrenceville,GA,Gwinnett,33.9295,-84.1032,0.8646274527997222
30043,Lawrenceville,GA,Gwinnett,34.0031,-84.0126,0.6381533324749321
30044,Lawrenceville,GA,Gwinnett,33.9418,-84.0706,0.4418649017526778
30045,Lawrenceville,GA,Gwinnett,33.9367,-83.9573,0.6614405974591333
30046,Lawrenceville,GA,Gwinnett,33.9496,-83.9942,0.9550891755568681
30047,Lilburn,GA,Gwinnett,33.8656,-84.0725,0.5243996412208334
30048,Lilburn,GA,Gwinnett,33.9604,-84.0379,0.25206389407234475
30049,Lawrenceville,GA,Gwinnett,33.9495,-83.9922,0.4963509062475766
30052,Loganville,GA,Gwinnett,33.8769,-83.8968,0.7550413036182659
30054,Oxford,GA,Newton,33.6706,-83.874,0.3331392043056052
30055,Mansfield,GA,Jasper,33.4314,-83.7908,0.034902944778062994
30056,Newborn,GA,Newton,33.5149,-83.7072,0.8502906246354677
30058,Lithonia,GA,DeKalb,33.7356,-84.1009,0.6326386323040045
30060,Marietta,GA,Cobb,33.9382,-84.5403,0.31672254636940633
30061,Marietta,GA,Cobb,33.9328,-84.556,0.8983037898739858
30062,Marietta,GA,Cobb,34.0025,-84.4633,0.23790721977381146
30063,Marietta,GA,Cobb,33.9653,-84.5112,0.03333984792849254
30064,Marietta,GA,Cobb,33.9343,-84.6076,0.8074436032820274
30065,Marietta,GA,Cobb,33.9125,-84.5572,0.5280810890743425
30066,Marietta,GA,Cobb,34.0378,-84.5038,0.5620409535152584
30067,Marietta,GA,Cobb,33.9282,-84.4733,0.9846533593375283
30068,Marietta,GA,Cobb,33.9679,-84.4385,0.09489354410466566
30069,Marietta,GA,Cobb,33.9125,-84.5572,0.3309516725363444
30070,Porterdale,GA,Newton,33.5712,-83.8951,0.8038011584173094
30071,Norcross,GA,Gwinnett,33.9381,-84.1972,0.6019616183498069
30072,Pine Lake,GA,DeKalb,33.7906,-84.2053,0.865096896505048
30074,Redan,GA,DeKalb,33.7454,-84.1316,0.8855441940597831
30075,Roswell,GA,Fulton,34.0408,-84.3859,0.053081611201102774
30076,Roswell,GA,Fulton,34.0213,-84.3104,0.7113687415793396
30077,Roswell,GA,Fulton,34.0232,-84.3616,0.5921990843461303
30078,Snellville,GA,Gwinnett,33.8635,-84.0081,0.8860417640016377
30079,Scottdale,GA,DeKalb,33.7934,-84.2585,0.3709006609965285
30080,Smyrna,GA,Cobb,33.8796,-84.5023,0.8947826432195324
30081,Smyrna,GA,Cobb,33.8588,-84.7106,0.16471155077393873
30082,Smyrna,GA,Cobb,33.8631,-84.5382,0.15271351536284306
30083,Stone Mountain,GA,DeKalb,33.7942,-84.2018,0.6776424824244996
30084,Tucker,GA,DeKalb,33.857,-84.216,0.448177548388611
30085,Tucker,GA,DeKalb,33.8545,-84.2171,0.6006013338598036
30086,Stone Mountain,GA,DeKalb,33.8913,-84.0746,0.34490659507263843
30087,Stone Mountain,GA,DeKalb,33.8105,-84.1361,0.4149213930603327
30088,Stone Mountain,GA,DeKalb,33.758,-84.1802,0.4350888233769563
30090,Marietta,GA,Cobb,33.9525,-84.5471,0.11720437228168334
30091,Norcross,GA,Gwinnett,33.9604,-84.0379,0.44579971259944495
30092,Peachtree Corners,GA,Gwinnett,33.9701,-84.2216,0.4401420788311826
30093,Norcross,GA,Gwinnett,33.906,-84.184,0.9778794407569651
30094,Conyers,GA,Rockdale,33.6111,-84.0683,0.4199707405722921
30095,Duluth,GA,Gwinnett,34.0256,-84.1304,0.4552679858146159
30096,Duluth,GA,Gwinnett,33.9845,-84.1529,0.019320632192476817
30097,Duluth,GA,Gwinnett,34.026,-84.147,0.10571875706217515
30098,Duluth,GA,Gwinnett,33.9604,-84.0379,0.3736681836426753
30099,Duluth,GA,Gwinnett,33.9595,-84.105,0.3329644420992578
30101,Acworth,GA,Cobb,34.0756,-84.6477,0.7838995751006136
30102,Acworth,GA,Cobb,34.0707,-84.5894,0.22639071998125682
30103,Adairsville,GA,Bartow,34.3595,-84.9176,0.7528356615678733
30104,Aragon,GA,Polk,34.0666,-85.0696,0.7043501847070822
30105,Armuchee,GA,Floyd,34.4411,-85.1843,0.03306755764529612
30106,Austell,GA,Cobb,33.8369,-84.6307,0.4921573634829167
30107,Ball Ground,GA,Cherokee,34.3393,-84.3758,0.08271819423945415
30108,Bowdon,GA,Carroll,33.5373,-85.2533,0.379331793062912
30109,Bowdon Junction,GA,Carroll,33.6534,-85.1362,0.7800034990513278
30110,Bremen,GA,Haralson,33.7309,-85.1286,0.20706691999890736
30111,Clarkdale,GA,Cobb,33.9125,-84.5572,0.31180400121451823
30112,Carrollton,GA,Carroll,33.5809,-85.0792,0.2512563563065362
30113,Buchanan,GA,Haralson,33.8283,-85.1506,0.9832514515912606
30114,Canton,GA,Cherokee,34.2505,-84.4909,0.4394453766160823
30115,Canton,GA,Cherokee,34.1993,-84.4199,0.5909205469565917
30116,Carrollton,GA,Carroll,33.6045,-85.0499,0.9190614882564955
30117,Carrollton,GA,Carroll,33.5798,-85.0812,0.782643293810682
30118,Carrollton,GA,Carroll,33.5712,-85.0961,0.9290783069940443
30119,Carrollton,GA,Carroll,33.6189,-85.0736,0.40208509160075845
30120,Cartersville,GA,Bartow,34.187,-84.8204,0.543415438563213
30121,Cartersville,GA,Bartow,34.2079,-84.7673,0.3978773218941517
30122,Lithia Springs,GA,Douglas,33.7655,-84.6469,0.7549049763199801
30123,Cassville,GA,Bartow,34.2442,-84.8457,0.298426611174725
30124,Cave Spring,GA,Floyd,34.1167,-85.3379,0.31099180805157867
30125,Cedartown,GA,Polk,34.0112,-85.2459,0.490771880407067
30126,Mableton,GA,Cobb,33.8332,-84.6031,0.17808604324943422
30127,Powder Springs,GA,Cobb,33.9135,-84.6859,0.4536705083827459
30129,Coosa,GA,Floyd,34.3333,-85.2337,0.7571082967810097
30132,Dallas,GA,Paulding,33.9163,-84.8278,0.8635592954058944
30133,Douglasville,GA,Douglas,33.6897,-84.7446,0.6605296243241647
30134,Douglasville,GA,Douglas,33.7606,-84.7477,0.6803576504198435
30135,Douglasville,GA,Douglas,33.6989,-84.7454,0.9275347230487295
30137,Emerson,GA,Bartow,34.12,-84.757,0.4198031303867479
30138,Esom Hill,GA,Polk,33.949,-85.3877,0.9618856919089374
30139,Fairmount,GA,Gordon,34.4362,-84.6999,0.37397051970807726
30140,Felton,GA,Haralson,33.8823,-85.2349,0.3901812246321965
30141,Hiram,GA,Paulding,33.8673,-84.7699,0.3994851906068738
30142,Holly Springs,GA,Cherokee,34.174,-84.5013,0.12477817540792702
30143,Jasper,GA,Pickens,34.462,-84.4759,0.00945079863911924
30144,Kennesaw,GA,Cobb,34.0287,-84.6047,0.3986434762468497
30145,Kingston,GA,Bartow,34.2501,-84.9973,0.5846370860891605
30146,Lebanon,GA,Cherokee,34.2429,-84.4583,0.03884058189877959
30147,Lindale,GA,Floyd,34.1707,-85.1825,0.9345540566436562
30148,Marble Hill,GA,Pickens,34.4398,-84.303,0.30788368935307653
30149,Mount Berry,GA,Floyd,34.2804,-85.1821,0.4350808718291149
30150,Mount Zion,GA,Carroll,33.643,-85.1818,0.3527997788608066
30151,Nelson,GA,Cherokee,34.382,-84.371,0.6264248983375713
30152,Kennesaw,GA,Cobb,33.9951,-84.6544,0.5090463425759981
30153,Rockmart,GA,Polk,33.9979,-85.0594,0.8202742302218127
30154,Douglasville,GA,Douglas,33.7515,-84.7477,0.11001384340880715
30156,Kennesaw,GA,Cobb,34.0177,-84.625,0.5530139616187774
30157,Dallas,GA,Paulding,33.9045,-84.8621,0.4439162310201422
30160,Kennesaw,GA,Cobb,34.0177,-84.625,0.5218312841331036
30161,Rome,GA,Floyd,34.2507,-85.1465,0.877177896837509
30162,Rome,GA,Floyd,34.2905,-85.2138,0.6164221349729065
30163,Rome,GA,Floyd,34.3333,-85.2337,0.6651194036118284
30164,Rome,GA,Floyd,34.3333,-85.2337,0.39538128555577534
30165,Rome,GA,Floyd,34.2837,-85.2231,0.8151970444783544
30168,Austell,GA,Cobb,33.7838,-84.5952,0.9020501737591132
30169,Canton,GA,Cherokee,34.234,-84.4904,0.8402050031175297
30170,Roopville,GA,Carroll,33.4322,-85.1671,0.25525261410637945
30171,Rydal,GA,Bartow,34.3379,-84.7376,0.9449971716317602
30172,Shannon,GA,Floyd,34.3333,-85.2337,0.5724064217043285
30173,Silver Creek,GA,Floyd,34.1593,-85.1429,0.7945659272857134
30175,Talking Rock,GA,Pickens,34.5394,-84.4912,0.8324956128889274
30176,Tallapoosa,GA,Haralson,33.7602,-85.3,0.8141379173060043
30177,Tate,GA,Pickens,34.4027,-84.3785,0.9463050938261723
30178,Taylorsville,GA,Bartow,34.1229,-84.9739,0.2729786935391918
30179,Temple,GA,Carroll,33.7677,-85.0133,0.3676962262683652
30180,Villa Rica,GA,Carroll,33.7173,-84.9297,0.09018917506163193
30182,Waco,GA,Haralson,33.684,-85.2197,0.4313059043960097
30183,Waleska,GA,Cherokee,34.3217,-84.562,0.13635411768033956
30184,White,GA,Bartow,34.2717,-84.7383,0.37742361098199506
30185,Whitesburg,GA,Carroll,33.5111,-84.9254,0.254622657532132
30187,Winston,GA,Douglas,33.6634,-84.8639,0.432603950937701
30188,Woodstock,GA,Cherokee,34.106,-84.5117,0.807941290973356
30189,Woodstock,GA,Cherokee,34.1281,-84.5717,0.6862719596241939
30204,Barnesville,GA,Lamar,33.0457,-84.1515,0.19938321095010758
30205,Brooks,GA,Fayette,33.2984,-84.4769,0.07277367255532408
30206,Concord,GA,Pike,33.0998,-84.447,0.574398949576238
30212,Experiment,GA,Spalding,33.2782,-84.2888,0.827761026830145
30213,Fairburn,GA,Fulton,33.5648,-84.5809,0.81338162284576
30214,Fayetteville,GA,Fayette,33.4679,-84.4806,0.9208433656616679
30215,Fayetteville,GA,Fayette,33.3943,-84.4738,0.36075677993915856
30216,Flovilla,GA,Butts,33.25,-83.9079,0.6287647723120233
30217,Franklin,GA,Heard,33.278,-85.134,0.8181961498517539
30218,Gay,GA,Meriwether,33.1274,-84.5836,0.47415661113952634
30220,Grantville,GA,Coweta,33.2473,-84.835,0.41974883360055215
30222,Greenville,GA,Meriwether,33.0468,-84.7402,0.5853940441555089
30223,Griffin,GA,Spalding,33.2549,-84.2728,0.10859939958468934
30224,Griffin,GA,Spalding,33.2404,-84.2734,0.4346518109792884
30228,Hampton,GA,Henry,33.4124,-84.2947,0.11734531974175011
30229,Haralson,GA,Coweta,33.2322,-84.5685,0.07509104191708227
30230,Hogansville,GA,Troup,33.1644,-84.9309,0.2590115437430076
30233,Jackson,GA,Butts,33.282,-83.9784,0.5236120063525356
30234,Jenkinsburg,GA,Butts,33.3224,-84.0287,0.9585384496979369
30236,Jonesboro,GA,Clayton,33.5242,-84.359,0.7234631940248444
30237,Jonesboro,GA,Clayton,33.5007,-84.3513,0.5109138495441411
30238,Jonesboro,GA,Clayton,33.4944,-84.3797,0.6475808072083251
30240,Lagrange,GA,Troup,33.0243,-85.0739,0.41229499256175495
30241,Lagrange,GA,Troup,33.0249,-84.9577,0.4405944680989967
30248,Locust Grove,GA,Henry,33.3449,-84.0982,0.7507620521723649
30250,Lovejoy,GA,Clayton,33.4429,-84.3136,0.25452132646286896
30251,Luthersville,GA,Meriwether,33.2101,-84.7444,0.6033836249762634
30252,Mcdonough,GA,Henry,33.4768,-84.055,0.06157292177493068
30253,Mcdonough,GA,Henry,33.451,-84.1544,0.289491527305052
30256,Meansville,GA,Pike,33.0134,-84.3169,0.7109124779750849
30257,Milner,GA,Lamar,33.141,-84.1759,0.7635450012825247
30258,Molena,GA,Pike,32.9978,-84.4558,0.05267236404920461
30259,Moreland,GA,Coweta,33.2734,-84.7566,0.3431079123338091
30260,Morrow,GA,Clayton,33.5849,-84.3247,0.9049373983189932
30261,Lagrange,GA,Troup,33.0457,-85.049,0.2288143825806659
30263,Newnan,GA,Coweta,33.3696,-84.8194,0.7106028396980755
30264,Newnan,GA,Coweta,33.361,-84.8142,0.5248518063234336
30265,Newnan,GA,Coweta,33.3958,-84.7121,0.2654447481691511
30266,Orchard Hill,GA,Spalding,33.2657,-84.299,0.8400317871121976
30268,Palmetto,GA,Fulton,33.5242,-84.679,0.4829158092922683
30269,Peachtree City,GA,Fayette,33.3915,-84.5635,0.9651050130836093
30270,Peachtree City,GA,Whitfield,33.3968,-84.59,0.42722635766841743
30271,Newnan,GA,Coweta,33.3514,-84.7561,0.6042934460093203
30272,Red Oak,GA,Fulton,33.6259,-84.5163,0.27188129978903486
30273,Rex,GA,Clayton,33.5808,-84.2782,0.658541634841352
30274,Riverdale,GA,Clayton,33.5531,-84.4003,0.7677283000925014
30275,Sargent,GA,Coweta,33.4299,-84.8744,0.25911958389370293
30276,Senoia,GA,Coweta,33.2845,-84.5918,0.8368565071285344
30277,Sharpsburg,GA,Coweta,33.4013,-84.654,0.32522165655875324
30281,Stockbridge,GA,Henry,33.5633,-84.2165,0.7458503453754946
30284,Sunny Side,GA,Spalding,33.3453,-84.2898,0.4779370821128772
30285,The Rock,GA,Upson,32.9717,-84.2424,0.38987077060431763
30286,Thomaston,GA,Upson,32.9015,-84.3324,0.19273119588938503
30287,Morrow,GA,Clayton,33.5007,-84.3513,0.7941969476463514
30288,Conley,GA,Clayton,33.6369,-84.3371,0.3437053489497297
30289,Turin,GA,Coweta,33.326,-84.6371,0.35384358158978535
30290,Tyrone,GA,Fayette,33.4719,-84.5914,0.590631186547028
30291,Union City,GA,Fulton,33.5832,-84.5499,0.9264010135093211
30292,Williamson,GA,Pike,33.1598,-84.3795,0.9961278554308453
30293,Woodbury,GA,Meriwether,32.9813,-84.5986,0.08938850002656396
30294,Ellenwood,GA,Clayton,33.6166,-84.2939,0.3369585098706579
30295,Zebulon,GA,Pike,33.1002,-84.3108,0.9156575719611587
30296,Riverdale,GA,Clayton,33.5667,-84.4364,0.4156609339879893
30297,Forest Park,GA,Clayton,33.6115,-84.3745,0.5391608663936872
30298,Forest Park,GA,Clayton,33.5007,-84.3513,0.4845934208681736
30301,Atlanta,GA,Fulton,33.8444,-84.4741,0.8166492776355363
30302,Atlanta,GA,Fulton,33.749,-84.388,0.4646006182332889
30303,Atlanta,GA,Fulton,33.7525,-84.3888,0.5913729119331135
30304,Atlanta,GA,Fulton,33.8482,-84.4293,0.3550696923388649
30305,Atlanta,GA,Fulton,33.832,-84.3851,0.9418017428718736
30306,Atlanta,GA,Fulton,33.786,-84.3514,0.7196713526212146
30307,Atlanta,GA,Fulton,33.7691,-84.336,0.5619264119955133
30308,Atlanta,GA,Fulton,33.7718,-84.3757,0.9325996853963076
30309,Atlanta,GA,Fulton,33.7984,-84.3883,0.5874021374096154
30310,Atlanta,GA,Fulton,33.7278,-84.4232,0.49400006657384776
30311,Atlanta,GA,Fulton,33.723,-84.4702,0.8609619573589333
30312,Atlanta,GA,Fulton,33.7467,-84.3781,0.3456235329069278
30313,Atlanta,GA,Fulton,33.7683,-84.3935,0.6153554697537807
30314,Atlanta,GA,Fulton,33.7561,-84.4255,0.46827293019221605
30315,Atlanta,GA,Fulton,33.7051,-84.3808,0.1496579822365285
30316,Atlanta,GA,Fulton,33.7217,-84.3339,0.6288669122216999
30317,Atlanta,GA,Fulton,33.7498,-84.3169,0.6809708302285422
30318,Atlanta,GA,Fulton,33.7865,-84.4454,0.40217771517436574
30319,Atlanta,GA,DeKalb,33.8687,-84.3351,0.30571901008071956
30320,Atlanta,GA,Fulton,33.6568,-84.4236,0.061357107082062656
30321,Atlanta,GA,Fulton,33.749,-84.388,0.36292230037419027
30322,Atlanta,GA,DeKalb,33.7952,-84.3248,0.721201877409136
30324,Atlanta,GA,Fulton,33.8206,-84.3549,0.649141147961384
30325,Atlanta,GA,Fulton,33.8444,-84.4741,0.8433626687636384
30326,Atlanta,GA,Fulton,33.8482,-84.3582,0.3561481417184936
30327,Atlanta,GA,Fulton,33.8627,-84.42,0.9119357429565347
30328,Atlanta,GA,Fulton,33.9335,-84.3958,0.5817323563715603
30329,Atlanta,GA,DeKalb,33.8236,-84.3214,0.8843593914887542
30331,Atlanta,GA,Fulton,33.7224,-84.5205,0.9616590758560568
30332,Atlanta,GA,Fulton,33.7763,-84.398,0.8348761903265449
30333,Atlanta,GA,DeKalb,33.8913,-84.0746,0.45623742251714594
30334,Atlanta,GA,Fulton,33.7489,-84.3872,0.6389919122364192
