15282,1801467
33388,1801378
45720,1801112
72313,1801066
59474,1801026
26447,1800939
21702,1800850
75431,1800811
7939,1800688
84331,1800598
72847,1800516
41534,1800433
32035,1800383
38643,1800169
71855,1800087
89496,1800043
85044,1799957
21285,1799829
19015,1799702
63088,1799654
33177,1799611
86439,1799522
50671,1799439
34668,1799395
30117,1799263
29678,1799134
78852,1799087
32085,1798989
77245,1798863
56731,1798820
38564,1798477
64070,1798344
91790,1797853
98394,1797677
38255,1797636
81062,1797464
8512,1797420
12457,1797245
61078,1797204
6532,1797159
81303,1797034
37220,1796678
46582,1796590
94598,1796497
21662,1796367
1581,1796320
76205,1796143
27576,1796021
98415,1795844
97544,1795582
5357,1795533
73137,1795484
97457,1795170
64082,1795084
47855,1795042
55736,1794996
4087,1794956
48036,1794906
91208,1794859
33280,1794769
94978,1794728
62973,1794650
35560,1794555
8020,1794278
65215,1794190
48610,1794101
75081,1794057
89511,1793938
13215,1793894
77642,1793766
44630,1793592
68104,1793460
73763,1793420
13409,1793376
78711,1793158
49849,1793112
95038,1793061
38580,1792971
13454,1792837
75068,1792704
19713,1792565
89140,1792439
45378,1792399
18641,1792356
40902,1792189
36474,1792143
30752,1792060
42320,1791846
78151,1791552
32332,1791420
98856,1791292
77337,1791250
15489,1790996
95991,1790870
49013,1790827
30252,1790786
16638,1790741
54498,1790702
73551,1790658
87566,1790607
20440,1790549
32739,1790288
54150,1790116
45424,1790072
19114,1790021
79755,1789980
99138,1789937
72089,1789848
10588,1789760
93928,1789451
65501,1789288
72260,1789246
38879,1789209
95648,1789167
94115,1788910
3872,1788690
4240,1788471
13455,1788426
21123,1788334
59523,1788084
39348,1787886
16322,1787845
73004,1787807
33763,1787545
41092,1787507
3455,1787422
96941,1787348
65439,1787311
1583,1787217
70820,1787155
13619,1787030
19255,1786978
34104,1786700
70059,1786603
10805,1786553
41181,1786467
45621,1786295
26678,1786204
54480,1786158
78609,1786113
36874,1786034
21520,1785991
15781,1785763
25802,1785494
98131,1785454
49413,1785412
60171,1785320
73152,1785271
35022,1785226
11201,1785018
7108,1784980
15324,1784811
95207,1784763
30625,1784593
98540,1784544
32798,1784502
19462,1784398
28040,1784300
57013,1784259
72626,1784174
59076,1784090
66612,1784049
99030,1783913
59745,1783704
21157,1783553
87823,1783380
5465,1783296
54155,1783208
80021,1783115
11229,1782801
12417,1782625
30094,1782537
62895,1782317
99134,1782013
44103,1781922
62257,1781878
4479,1781829
84745,1781514
62231,1781472
95937,1781251
18071,1781122
79104,1781079
71959,1780911
85083,1780781
51038,1780694
30414,1780612
77252,1780571
30318,1780317
54760,1780227
78143,1780096
98413,1780055
58067,1779742
14454,1779647
72737,1779600
56548,1779560
37709,1779518
75382,1779345
68067,1779169
41052,1779126
17573,1779040
7184,1778794
41832,1778690
50543,1778337
68935,1778300
98375,1778169
92369,1778077
22652,1777986
71740,1777895
83001,1777809
91617,1777755
28660,1777627
2876,1777351
94931,1777310
31202,1777273
47024,1777057
29657,1776971
17534,1776656
80201,1776615
30634,1776535
62379,1776494
15132,1776226
40216,1776091
62044,1793291
40294,1776001
45895,1775856
99776,1775787
72377,1775743
80942,1775646
51111,1775561
2186,1775521
53715,1775485
78112,1775400
29576,1775257
58769,1775214
97389,1775133
4263,1774950
23887,1774814
15429,1774731
63125,1774455
43029,1774369
66440,1774330
22642,1774290
50801,1774250
99778,1774206
39180,1774034
68326,1773906
77251,1773866
42045,1773721
76684,1773681
71360,1773549
37209,1772912
72536,1772872
98623,1772790
46861,1772709
43033,1772624
62688,1772502
97133,1772234
19335,1771995
78123,1771948
65605,1771907
75604,1771737
75930,1771653
2135,1771296
94536,1771121
98121,1771081
57649,1770987
23509,1770938
70161,1770849
47574,1770813
66070,1770725
52757,1770642
12161,1770593
27834,1770507
36279,1770462
3269,1770418
47620,1770373
68837,1770333
95254,1770288
87562,1770245
15476,1770205
52220,1770167
37188,1770121
29688,1769857
65330,1769767
4611,1769560
65742,1769474
20187,1769392
76466,1769351
70592,1769262
22517,1769038
28544,1768950
44130,1768905
94204,1768810
54923,1768512
24849,1768345
61038,1768299
50567,1768175
1089,1767955
92150,1767908
50312,1767406
43521,1767366
59483,1767283
64656,1767239
79014,1767107
41425,1766908
17724,1766733
80218,1766644
37101,1766600
60087,1766401
67758,1766351
99568,1766205
16827,1766076
63960,1766034
92210,1765763
54226,1765507
77641,1765459
18328,1765363
75401,1765278
15078,1765191
14760,1765104
98674,1765060
55472,1764932
81076,1764801
23004,1764704
33266,1764360
8666,1764189
37876,1764145
97862,1764092
22909,1763952
90265,1763740
17731,1763602
80308,1763559
98111,1763519
33809,1763479
91342,1763387
70813,1763282
45106,1763061
17605,1763015
61543,1762972
27506,1762885
73016,1762843
93745,1762802
73669,1762762
97708,1762631
15621,1762536
70393,1762486
35652,1762399
79091,1762356
57642,1762310
84319,1762138
13218,1762049
93423,1761863
99622,1761804
48002,1761759
18929,1761538
31791,1761454
1536,1761324
35049,1761281
44709,1761152
84190,1761014
2837,1760786
10542,1760695
84123,1760643
1945,1760462
2668,1760366
45332,1760322
61910,1760118
21824,1760077
46278,1771035
15010,1759777
28217,1759635
45601,1759552
28160,1759506
36919,1759429
39656,1791333
2671,1759380
50681,1759337
54750,1777185
20069,1759279
47724,1759068
97761,1758853
18935,1758807
12122,1758582
79092,1758543
49257,1758365
85554,1758283
39215,1758243
36312,1758201
71638,1758160
91320,1758069
74578,1757896
83716,1757859
2143,1757717
44847,1757673
92625,1757378
8647,1757299
73439,1757256
13206,1757212
5742,1757162
56350,1757120
38929,1757073
4281,1756948
13308,1756850
33296,1769994
92329,1756801
88565,1756719
96119,1756632
16743,1756585
32941,1756443
7760,1756402
78212,1756358
70715,1756308
4543,1756262
12766,1756177
52004,1756135
23102,1756051
53811,1755968
46048,1755835
92270,1755655
56131,1755429
58078,1755300
59333,1755035
61928,1754899
26335,1754855
46951,1754760
56736,1754722
23404,1754507
76137,1754200
43605,1754161
94269,1754019
78773,1753772
48912,1753389
70743,1753308
63042,1753176
1053,1753051
20239,1752993
41754,1752953
20706,1752904
56170,1752860
92134,1752813
93707,1752689
71770,1752562
21631,1752295
58704,1752123
3906,1752079
29805,1751911
40205,1751824
27831,1751651
76701,1751611
92515,1751564
8619,1751524
52046,1751483
90041,1751387
40253,1751296
97469,1751254
27613,1757553
96709,1751210
69140,1751075
30815,1750971
28002,1750928
15222,1750881
15672,1750569
30683,1750480
48228,1750387
23108,1750171
56627,1750124
2344,1750079
60099,1749996
55706,1749822
74444,1749733
18704,1749640
83405,1749549
88324,1749506
55474,1784214
28792,1749419
14477,1751699
95614,1749377
41650,1749288
98934,1749020
97369,1748974
61738,1748932
55344,1748884
55382,1748749
26704,1748438
58746,1748270
27214,1747999
64840,1747827
23606,1747728
32026,1747688
98340,1747515
75750,1747479
33804,1747396
52803,1747354
19121,1747130
95251,1746895
58202,1746845
44710,1746718
2723,1746625
45389,1746574
60974,1746530
49412,1746488
86434,1746440
19902,1746317
45850,1746278
77451,1746189
70606,1746045
90305,1745996
30820,1745769
58575,1745556
70783,1747034
85633,1745424
42367,1745292
78349,1745203
42127,1745161
51246,1745018
74343,1744842
1223,1744711
33621,1744586
94123,1744336
58625,1744258
16804,1744213
37314,1744071
68815,1744030
18464,1743613
2359,1743391
40940,1743266
56352,1743175
67065,1743030
53212,1742984
19964,1787468
48381,1742942
55448,1742813
60651,1742774
53129,1742645
10102,1742561
25081,1742522
58374,1742442
11937,1742303
78536,1742263
60970,1742173
28328,1742132
83313,1741962
79056,1741880
12926,1741748
99574,1756530
25276,1741708
73543,1741664
13812,1741575
48278,1741535
99147,1741389
7304,1741346
26660,1767779
34260,1741255
94030,1741163
28623,1741074
19013,1741031
73666,1740982
67653,1740897
70131,1740852
58318,1740540
73724,1747787
95325,1740327
49653,1739810
63962,1739721
38174,1763911
85308,1739676
61722,1739460
92124,1739413
15847,1739276
99155,1739231
34423,1738965
59003,1738922
11364,1738873
4476,1738784
96743,1738699
72729,1738651
46013,1738456
44866,1738381
74333,1738249
26330,1738203
7451,1737988
81410,1737731
95531,1737543
3086,1737498
83851,1737455
49627,1737413
4941,1737291
60184,1737208
62573,1737074
60106,1737030
24316,1736989
75642,1736719
32131,1736584
13625,1736538
24055,1736498
61338,1736457
38544,1736417
16028,1736282
59829,1736066
11572,1736023
75831,1735859
79777,1735557
61201,1735462
38573,1735327
13677,1735280
80912,1735184
64870,1735142
1090,1735004
4761,1734914
93308,1734703
61313,1734565
18927,1734351
10466,1734272
68004,1733959
35660,1733875
76834,1733834
17036,1733788
31709,1733746
95993,1733661
40233,1733615
75790,1733530
76433,1732956
13112,1732856
54452,1732768
14555,1765147
15685,1732675
24628,1732635
21163,1732500
41631,1732197
91381,1731925
54101,1731885
34117,1731844
25064,1731675
19562,1731545
28743,1731293
13681,1731156
33845,1731113
15044,1731068
43101,1730938
5767,1730848
80830,1730377
85255,1730196
76648,1730078
50327,1729986
22513,1729685
61242,1729589
45159,1729460
80822,1729331
31637,1729294
87531,1728949
33841,1728860
32834,1728614
44451,1728566
79706,1728477
67487,1728436
37060,1728140
13116,1728054
94245,1727964
16631,1727921
3038,1727839
23881,1727794
12203,1727715
50447,1727549
22570,1727506
19009,1727377
21814,1727231
15772,1727188
3837,1727092
74946,1727049
98619,1726738
32811,1726697
27202,1726652
97535,1726609
37688,1726562
48838,1726516
18942,1726428
24042,1726379
28541,1726333
70503,1726111
46401,1725898
21904,1725853
21251,1725461
83446,1725324
47280,1725273
80013,1725230
64150,1725059
31322,1725019
10578,1724805
