33388,1842314
81002,1842273
92518,1842213
18709,1842121
13146,1842080
45720,1842040
72313,1841994
59474,1841954
14052,1841912
26447,1841867
10256,1841824
75431,1841739
70556,1841696
73568,1841656
10261,1841471
72847,1841433
32035,1841300
4943,1841257
1538,1841207
38643,1841074
78651,1840653
63088,1840547
79493,1840463
86439,1840415
50671,1840332
34668,1840288
30117,1840156
72203,1840099
2351,1840056
78852,1839969
32085,1839871
39534,1839829
77245,1839745
56731,1839702
68505,1839658
36268,1839558
88030,1839481
38564,1839348
64070,1839215
43112,1839129
15018,1838804
75503,1838670
25062,1838626
38255,1838484
23169,1838398
8512,1838268
68761,1838225
65280,1838140
6532,1837995
43542,1837954
80229,1837914
81303,1837870
70833,1837639
45306,1837548
37220,1837503
46582,1837415
94598,1837322
74948,1837234
76205,1836957
60432,1836875
27576,1836835
88253,1836789
85016,1836699
14063,1836564
13126,1836429
5357,1836335
51241,1836245
48401,1836201
1301,1836009
97457,1835961
18352,1835921
47855,1835833
91208,1835650
62711,1835603
94978,1835508
54489,1835470
62973,1835430
70787,1835380
35560,1835335
49050,1835248
85121,1835206
74840,1835157
75886,1835105
2630,1835000
48610,1834870
75081,1834826
62027,1834786
98191,1834746
89511,1834707
13215,1834663
75608,1834582
77642,1834535
94277,1834474
80207,1834433
8821,1834391
44630,1834349
62999,1834257
68104,1834217
73763,1834177
67584,1834011
38580,1833716
21541,1833673
66451,1833634
13454,1833582
50426,1833493
75068,1833438
71328,1833215
89140,1833173
45378,1833133
18641,1833090
58652,1832949
63038,1832822
13862,1832736
84007,1832610
25026,1832482
30256,1832428
93424,1832210
32332,1832131
39656,1832044
98856,1832003
77337,1831961
37381,1831906
66607,1831865
52171,1831745
15489,1831695
30252,1831485
87566,1831294
20440,1831236
88213,1831198
10129,1831154
29303,1831104
57219,1831017
32739,1830975
79107,1830933
68410,1830877
78504,1830835
45424,1830748
19114,1830697
79755,1830656
37072,1830563
10588,1830436
52163,1830256
23604,1830198
37852,1830158
37861,1830072
73449,1829990
72260,1829911
38879,1829862
17212,1829770
94115,1829563
12865,1829520
58431,1829479
58576,1829435
3872,1829333
82520,1829161
4240,1829114
3245,1829025
21123,1828977
1520,1828840
95333,1828797
23457,1828652
15642,1828559
16322,1828476
73004,1828438
36467,1828398
6502,1828342
76687,1828251
50146,1840694
48211,1828211
41092,1828127
19964,1828088
3455,1828042
79086,1828002
96941,1827968
74943,1827721
71422,1827683
34104,1827297
70059,1827200
24976,1827105
95376,1827019
47830,1826978
80215,1826934
78609,1826699
36874,1826620
97054,1826529
1202,1826483
93279,1826393
15781,1826349
13030,1826252
2574,1826111
25802,1826069
1474,1825938
60171,1825895
73152,1825846
35022,1825790
14068,1825750
5667,1825622
7108,1825544
16503,1825467
72830,1825421
98540,1825096
72038,1824899
55474,1824755
12444,1824675
66612,1824590
38866,1824415
14644,1824330
99223,1824287
59745,1824233
71910,1824180
21157,1824082
93786,1824041
1583,1827825
57369,1823951
97449,1823868
5465,1823825
32796,1823780
54155,1823726
6333,1823681
80021,1823633
38774,1840201
32957,1823585
46723,1823360
36482,1823278
96823,1823222
71866,1823174
12417,1823132
62075,1823087
30094,1823044
55090,1822778
30160,1822728
6161,1822686
46393,1822600
23357,1822555
